"municipio","cod_comunidad","comunidad","cod_calle","nombre_calle"
MP. MARCANO,"15-5-2-150502007-1",BRISAS DE LOS MILLANES,"15-5-2-150502007-1-5",CALLE SUCRE Y LUISA CACERES
MP. MARCANO,"15-5-2-150502007-1",BRISAS DE LOS MILLANES,"15-5-2-150502007-1-3","CALLE PAZ, CUICAS Y CASTILLOS"
MP. MARCANO,"15-5-2-150502007-1",BRISAS DE LOS MILLANES,"15-5-2-150502007-1-16",CALLE SALVACION Y OLIVOS
MP. MARCANO,"15-5-2-150502007-1",BRISAS DE LOS MILLANES,"15-5-2-150502007-1-15",CALLE JUAN VICENTE BOLIVAR Y AGUIRRE
MP. MARCANO,"15-5-2-150502007-1",BRISAS DE LOS MILLANES,"15-5-2-150502007-1-13",CALLE LA FELICIDAD Y LAS BRISAS
MP. MARCANO,"15-5-2-150502007-1",BRISAS DE LOS MILLANES,"15-5-2-150502007-1-11",CALLE 8 DE MARZO Y LOS ROSALES
MP. MARCANO,"15-5-2-150502006-6",VICUÑA II,"15-5-2-150502006-6-5",VEREDA 2
MP. MARCANO,"15-5-2-150502006-6",VICUÑA II,"15-5-2-150502006-6-4",VEREDA 1 Y 3
MP. MARCANO,"15-5-2-150502006-6",VICUÑA II,"15-5-2-150502006-6-2","CALLE 3,5 Y VEREDA 4"
MP. MARCANO,"15-5-2-150502006-6",VICUÑA II,"15-5-2-150502006-6-1","PRINCIPAL, CALLE 1 Y 4"
MP. MARCANO,"15-5-2-150502006-3",VICUÑA 1,"15-5-2-150502006-3-3",MANZANA 2
MP. MARCANO,"15-5-2-150502006-3",VICUÑA 1,"15-5-2-150502006-3-1","CALLE BOLIVAR, LOS CONUCOS, PROLONGACION, CALLE N° 1 VEREDA 3 Y 4"
MP. MARCANO,"15-5-2-150502006-4",VICUÑA VIEJA,"15-5-2-150502006-4-2",CALLE LA BLOQUERA
MP. MARCANO,"15-5-2-150502006-4",VICUÑA VIEJA,"15-5-2-150502006-4-1",CALLE BELMONT
MP. MARCANO,"15-5-2-150502005-3",CONUCOS DE VICUÑA SECTOR 5,"15-5-2-150502005-3-9",CALLE 5
MP. MARCANO,"15-5-2-150502005-3",CONUCOS DE VICUÑA SECTOR 5,"15-5-2-150502005-3-7","CALLE 11,18 Y 20"
MP. MARCANO,"15-5-2-150502005-3",CONUCOS DE VICUÑA SECTOR 5,"15-5-2-150502005-3-4","CALLE 7,8 Y 9"
MP. MARCANO,"15-5-2-150502005-3",CONUCOS DE VICUÑA SECTOR 5,"15-5-2-150502005-3-2",CALLE 2
MP. MARCANO,"15-5-2-150502005-3",CONUCOS DE VICUÑA SECTOR 5,"15-5-2-150502005-3-1",AVENIDA 1
MP. MARCANO,"15-5-2-150502005-2",CONUCOS DE VICUÑA SECTOR 3,"15-5-2-150502005-2-8",CALLE 14 Y 15
MP. MARCANO,"15-5-2-150502005-2",CONUCOS DE VICUÑA SECTOR 3,"15-5-2-150502005-2-6",CALLE 13 Y 16
MP. MARCANO,"15-5-2-150502005-2",CONUCOS DE VICUÑA SECTOR 3,"15-5-2-150502005-2-3",CALLE 06
MP. MARCANO,"15-5-2-150502005-2",CONUCOS DE VICUÑA SECTOR 3,"15-5-2-150502005-2-1",CALLE 03
MP. MARCANO,"15-5-2-150502005-1",CONUCOS DE VICUÑA SECTOR 2,"15-5-2-150502005-1-6",AVENIDA 4
MP. MARCANO,"15-5-2-150502005-1",CONUCOS DE VICUÑA SECTOR 2,"15-5-2-150502005-1-5",CALLE 1 Y 10
MP. MARCANO,"15-5-2-150502005-1",CONUCOS DE VICUÑA SECTOR 2,"15-5-2-150502005-1-4",CALLE 17 Y 12
MP. MARCANO,"15-5-2-150502004-5",SAN IGNACIO,"15-5-2-150502004-5-6",CALLE PRINCIPAL
MP. MARCANO,"15-5-2-150502004-5",SAN IGNACIO,"15-5-2-150502004-5-2",CALLE RENACER Y TRANSVERSAL
MP. MARCANO,"15-5-2-150502004-4",SAN MARTIN - EL SACO,"15-5-2-150502004-4-5",CALLEJON CHAGUARAMO
MP. MARCANO,"15-5-2-150502004-4",SAN MARTIN - EL SACO,"15-5-2-150502004-4-4",SAN MARTIN
MP. MARCANO,"15-5-2-150502004-4",SAN MARTIN - EL SACO,"15-5-2-150502004-4-3",CALLE BOLIVAR
MP. MARCANO,"15-5-2-150502004-4",SAN MARTIN - EL SACO,"15-5-2-150502004-4-2",TRANSVERSAL
MP. MARCANO,"15-5-2-150502004-4",SAN MARTIN - EL SACO,"15-5-2-150502004-4-1",EL SACO
MP. MARCANO,"15-5-2-150502004-3",PUERTO ESCONDIDO,"15-5-2-150502004-3-8",CALLE LOS OLIVOS
MP. MARCANO,"15-5-2-150502004-3",PUERTO ESCONDIDO,"15-5-2-150502004-3-7",CALLE LA BOQUITA
MP. MARCANO,"15-5-2-150502004-3",PUERTO ESCONDIDO,"15-5-2-150502004-3-5",CALLE FERMIN
MP. MARCANO,"15-5-2-150502004-3",PUERTO ESCONDIDO,"15-5-2-150502004-3-4",CALLE PUERTO ESCONDIDO
MP. MARCANO,"15-5-2-150502004-3",PUERTO ESCONDIDO,"15-5-2-150502004-3-2",CALLE VILLA NUEVA
MP. MARCANO,"15-5-2-150502004-3",PUERTO ESCONDIDO,"15-5-2-150502004-3-1",CALLE BOLIVAR
MP. MARCANO,"15-5-2-150502004-2",POZO BLANCO,"15-5-2-150502004-2-6",SECTOR F
MP. MARCANO,"15-5-2-150502004-2",POZO BLANCO,"15-5-2-150502004-2-5",SECTOR E
MP. MARCANO,"15-5-2-150502004-2",POZO BLANCO,"15-5-2-150502004-2-4",SECTOR D
MP. MARCANO,"15-5-2-150502004-2",POZO BLANCO,"15-5-2-150502004-2-3",SECTOR C
MP. MARCANO,"15-5-2-150502004-2",POZO BLANCO,"15-5-2-150502004-2-2",SECTOR B
MP. MARCANO,"15-5-2-150502004-2",POZO BLANCO,"15-5-2-150502004-2-1",SECTOR A
MP. MARCANO,"15-5-2-150502004-1",EL PALITO,"15-5-2-150502004-1-9",URB CHAVEZ EL INMORTAL 2
MP. MARCANO,"15-5-2-150502004-1",EL PALITO,"15-5-2-150502004-1-8",CALLE CHAGUARAMOS Y CALLE CHAVEZ EL INMORTAL I
MP. MARCANO,"15-5-2-150502004-1",EL PALITO,"15-5-2-150502004-1-7",CALLE SAN ANTONIO II
MP. MARCANO,"15-5-2-150502004-1",EL PALITO,"15-5-2-150502004-1-2",CALLE PRINCIPAL HACIA LA ESCUELA Y PROLONGACION BOLIVAR
MP. MARCANO,"15-5-2-150502004-1",EL PALITO,"15-5-2-150502004-1-15",ENTRADA PRINCIPAL HACIA LA ESQUINA DE MORROCOY
MP. MARCANO,"15-5-2-150502004-1",EL PALITO,"15-5-2-150502004-1-14",CALLE RIO SECO Y EL PROGREGO
MP. MARCANO,"15-5-2-150502004-1",EL PALITO,"15-5-2-150502004-1-12",CALLE ENTRADA PRINCIPAL HACIA EL PUENTE Y PROLONGACION LA BOQUITA
MP. MARCANO,"15-5-2-150502004-1",EL PALITO,"15-5-2-150502004-1-11",CALLE SAN ANTONIO I
MP. MARCANO,"15-5-2-150502003-5",RINCON LAS CABRERAS,"15-5-2-150502003-5-9",CALLE INGINIO VALERIO Y CALLEJÓN FARI-FARI
MP. MARCANO,"15-5-2-150502003-5",RINCON LAS CABRERAS,"15-5-2-150502003-5-8",CALLE BRITO
MP. MARCANO,"15-5-2-150502003-5",RINCON LAS CABRERAS,"15-5-2-150502003-5-6","CALLE ESPERANZA ,CALLE ARENAL TRANSVERSAL CON EL ESTADIO"
MP. MARCANO,"15-5-2-150502003-5",RINCON LAS CABRERAS,"15-5-2-150502003-5-2","CALLEJON SOFIA , CALLE LA IGLESIA Y CALLEJON RAFAELA"
MP. MARCANO,"15-5-2-150502003-5",RINCON LAS CABRERAS,"15-5-2-150502003-5-12",CALLE EZEQUIEL BRITO 1
MP. MARCANO,"15-5-2-150502003-5",RINCON LAS CABRERAS,"15-5-2-150502003-5-11",CALLE PRINCIPAL EL RINCON Y CALLEJON LOS ROJAS
MP. MARCANO,"15-5-2-150502003-5",RINCON LAS CABRERAS,"15-5-2-150502003-5-1",CALLE TACUANTAR
MP. MARCANO,"15-5-2-150502003-4",BRISAS DE PEDREGALES,"15-5-2-150502003-4-2",CALLE B
MP. MARCANO,"15-5-2-150502003-4",BRISAS DE PEDREGALES,"15-5-2-150502003-4-1",CALLE A
MP. MARCANO,"15-5-2-150502003-2",LAS CABRERAS,"15-5-2-150502003-2-9",CALLE PRINCIPAL 2
MP. MARCANO,"15-5-2-150502003-2",LAS CABRERAS,"15-5-2-150502003-2-8",CALLE EL TANQUE Y MAMA TEA
MP. MARCANO,"15-5-2-150502003-2",LAS CABRERAS,"15-5-2-150502003-2-7",CALLE CEMENTERIO 1
MP. MARCANO,"15-5-2-150502003-2",LAS CABRERAS,"15-5-2-150502003-2-5","CALLE EVELING RUIZ, PROLONGACION Y DANILO GAMBOA"
MP. MARCANO,"15-5-2-150502003-2",LAS CABRERAS,"15-5-2-150502003-2-4",CALLE CEMENTERIO 2 Y VIRGEN DEL VALLE
MP. MARCANO,"15-5-2-150502003-2",LAS CABRERAS,"15-5-2-150502003-2-3",CALLEJON MARCANO Y CALLEJON LEON
MP. MARCANO,"15-5-2-150502003-2",LAS CABRERAS,"15-5-2-150502003-2-2",CALLE PRINCIPAL 1
MP. MARCANO,"15-5-2-150502003-2",LAS CABRERAS,"15-5-2-150502003-2-10",CALLE MAMA JUSTA Y LOS MOCHOS
MP. MARCANO,"15-5-2-150502003-5",RINCON LAS CABRERAS,"15-5-2-150502003-5-13",CALLE BRISAS DEL PROGRESO
MP. MARCANO,"15-5-2-150502002-4",SANTA CRUZ,"15-5-2-150502002-4-4",CALLE SANTA CRUZ CON BARTOLOME FERRER
MP. MARCANO,"15-5-2-150502002-4",SANTA CRUZ,"15-5-2-150502002-4-3",CALLE TRANSVERSAL 2 CON CLAVELLINA
MP. MARCANO,"15-5-2-150502002-4",SANTA CRUZ,"15-5-2-150502002-4-2",CALLE PRINCIPAL CON AQUILINO MATA Y CALLE LAS FLORES
MP. MARCANO,"15-5-2-150502002-4",SANTA CRUZ,"15-5-2-150502002-4-1","CALLE SANTA CRUZ, CON CALLE CARMEN FERRER Y CALLEJÓN RUCHO VELASQUEZ"
MP. MARCANO,"15-5-2-150502002-3",BOCA DE MONTE 2,"15-5-2-150502002-3-8",CALLE DIVINO NIÑO E INOCENCIA CEDEÑO
MP. MARCANO,"15-5-2-150502002-3",BOCA DE MONTE 2,"15-5-2-150502002-3-4",CALLE BERNADO RODRIGUEZ
MP. MARCANO,"15-5-2-150502002-3",BOCA DE MONTE 2,"15-5-2-150502002-3-3",CALLE MIRANDA
MP. MARCANO,"15-5-2-150502002-2",BOCA DE MONTE 1,"15-5-2-150502002-2-7",CALLE AZUGARAY
MP. MARCANO,"15-5-2-150502002-2",BOCA DE MONTE 1,"15-5-2-150502002-2-3",CALLE CEDEÑO Y SUCRE
MP. MARCANO,"15-5-2-150502002-2",BOCA DE MONTE 1,"15-5-2-150502002-2-15",CALLE PRINCIPAL
MP. MARCANO,"15-5-2-150502002-2",BOCA DE MONTE 1,"15-5-2-150502002-2-1",CALLE ABRAHAM RIOS
MP. MARCANO,"15-5-2-150502002-1",PEDREGALES,"15-5-2-150502002-1-3",CALLE CLAVELLINA I
MP. MARCANO,"15-5-2-150502002-1",PEDREGALES,"15-5-2-150502002-1-2",CALLE CLAVELLINA II
MP. MARCANO,"15-5-2-150502002-1",PEDREGALES,"15-5-2-150502002-1-16",CALLE SANTISIMA TRINIDAD
MP. MARCANO,"15-5-2-150502002-1",PEDREGALES,"15-5-2-150502002-1-15",CALLE TUBORES
MP. MARCANO,"15-5-2-150502002-1",PEDREGALES,"15-5-2-150502002-1-14",CALLE BELLA VISTA
MP. MARCANO,"15-5-2-150502002-1",PEDREGALES,"15-5-2-150502002-1-13",CALLE LOS COCOS
MP. MARCANO,"15-5-2-150502002-1",PEDREGALES,"15-5-2-150502002-1-12",CALLE POZO BLANCO
MP. MARCANO,"15-5-2-150502002-1",PEDREGALES,"15-5-2-150502002-1-1",CALLE PRINCIPAL
MP. MARCANO,"15-5-2-150502001-8",PECURERO LOS MILLANES,"15-5-2-150502001-8-8",CALLE SUCRE
MP. MARCANO,"15-5-2-150502001-8",PECURERO LOS MILLANES,"15-5-2-150502001-8-7",CALLE EUSEBIO QUIJADA
MP. MARCANO,"15-5-2-150502001-8",PECURERO LOS MILLANES,"15-5-2-150502001-8-6",CALLE PROLONGACION
MP. MARCANO,"15-5-2-150502001-8",PECURERO LOS MILLANES,"15-5-2-150502001-8-1",CALLE MANEIRO
MP. MARCANO,"15-5-2-150502001-5","5 DE JULIO SECTOR 1","15-5-2-150502001-5-8",VEREDA 4
MP. MARCANO,"15-5-2-150502001-5","5 DE JULIO SECTOR 1","15-5-2-150502001-5-5",CALLE 1 Y VEREDA 2
MP. MARCANO,"15-5-2-150502001-5","5 DE JULIO SECTOR 1","15-5-2-150502001-5-4",VEREDA 5 Y CALLE FIGUEROA
MP. MARCANO,"15-5-2-150502001-5","5 DE JULIO SECTOR 1","15-5-2-150502001-5-3",CALLEJON SALAZAR CON VEREDA 3
MP. MARCANO,"15-5-2-150502001-5","5 DE JULIO SECTOR 1","15-5-2-150502001-5-2",CALLE YUKERI Y EL INDIO
MP. MARCANO,"15-5-2-150502001-4",LOS MILLANES PLAZA BELMONT,"15-5-2-150502001-4-7",CALLE ADRIAN
MP. MARCANO,"15-5-2-150502001-4",LOS MILLANES PLAZA BELMONT,"15-5-2-150502001-4-6",CALLE PRESENTE MARCANO Y CALLE NUEVA
MP. MARCANO,"15-5-2-150502001-4",LOS MILLANES PLAZA BELMONT,"15-5-2-150502001-4-5",CALLE AGUIRRE Y VIA LOS CONUCOS
MP. MARCANO,"15-5-2-150502001-4",LOS MILLANES PLAZA BELMONT,"15-5-2-150502001-4-4",CALLE LA ESCUELA
MP. MARCANO,"15-5-2-150502001-4",LOS MILLANES PLAZA BELMONT,"15-5-2-150502001-4-3",CALLE BOLIVAR
MP. MARCANO,"15-5-2-150502001-4",LOS MILLANES PLAZA BELMONT,"15-5-2-150502001-4-2",CALLE ADRIAN B2
MP. MARCANO,"15-5-2-150502001-4",LOS MILLANES PLAZA BELMONT,"15-5-2-150502001-4-1",CALLE ADRIAN B1
MP. MARCANO,"15-5-2-150502001-3",VIRGEN DE LOS ANGELES,"15-5-2-150502001-3-9",CALLE GUIRIGUIRI
MP. MARCANO,"15-5-2-150502001-3",VIRGEN DE LOS ANGELES,"15-5-2-150502001-3-6",CALLEJON MAMACOCA 1
MP. MARCANO,"15-5-2-150502001-3",VIRGEN DE LOS ANGELES,"15-5-2-150502001-3-4","2DA CALLE"
MP. MARCANO,"15-5-2-150502001-3",VIRGEN DE LOS ANGELES,"15-5-2-150502001-3-3","1RA CALLE VIA CHORO CHORO"
MP. MARCANO,"15-5-2-150502001-3",VIRGEN DE LOS ANGELES,"15-5-2-150502001-3-2","3RA CALLE"
MP. MARCANO,"15-5-2-150502001-2",BRISAS DE LOS ANGELES,"15-5-2-150502001-2-6",CALLE MOSCU CHIQUITO
MP. MARCANO,"15-5-2-150502001-2",BRISAS DE LOS ANGELES,"15-5-2-150502001-2-5","4TA CALLE"
MP. MARCANO,"15-5-2-150502001-2",BRISAS DE LOS ANGELES,"15-5-2-150502001-2-4","3RA. CALLE"
MP. MARCANO,"15-5-2-150502001-2",BRISAS DE LOS ANGELES,"15-5-2-150502001-2-3","2DA. CALLE"
MP. MARCANO,"15-5-2-150502001-2",BRISAS DE LOS ANGELES,"15-5-2-150502001-2-1",CALLE 1
MP. MARCANO,"15-5-2-150502001-1","5 DE JULIO SECTOR 2","15-5-2-150502001-1-7","CALLE PARALELA I, II Y III"
MP. MARCANO,"15-5-2-150502001-1","5 DE JULIO SECTOR 2","15-5-2-150502001-1-6",CALLE YUKERI Y AZUGARAY
MP. MARCANO,"15-5-2-150502001-1","5 DE JULIO SECTOR 2","15-5-2-150502001-1-5",CALLE SANTIAGO LAREZ
MP. MARCANO,"15-5-2-150502001-1","5 DE JULIO SECTOR 2","15-5-2-150502001-1-2","CALLE TRANSVERSAL I, II Y III"
MP. MARCANO,"15-5-2-150502001-1","5 DE JULIO SECTOR 2","15-5-2-150502001-1-1",PRINCIPAL
MP. MARCANO,"15-5-1-150501012-4",SABANETA B,"15-5-1-150501012-4-2",CALLE VILLARROELES
MP. MARCANO,"15-5-1-150501012-4",SABANETA B,"15-5-1-150501012-4-11",CALLE LAS FLORES
MP. MARCANO,"15-5-1-150501012-4",SABANETA B,"15-5-1-150501012-4-10",CALLE 19 DE ABRIL
MP. MARCANO,"15-5-1-150501012-4",SABANETA B,"15-5-1-150501012-4-1",CALLE EL POBLADO
MP. MARCANO,"15-5-1-150501012-3",SABANETA 2,"15-5-1-150501012-3-9",CALLE PRINCIPAL A
MP. MARCANO,"15-5-1-150501012-3",SABANETA 2,"15-5-1-150501012-3-8",CALLE PARABOLICA Y CALLE ORIENTE
MP. MARCANO,"15-5-1-150501012-3",SABANETA 2,"15-5-1-150501012-3-4",CALLE LUISA CACERES Y CALLE LA CANCHA
MP. MARCANO,"15-5-1-150501012-3",SABANETA 2,"15-5-1-150501012-3-2",CALLE PRINCIPAL B
MP. MARCANO,"15-5-1-150501012-3",SABANETA 2,"15-5-1-150501012-3-1",CALLEJON ORIENTE
MP. MARCANO,"15-5-1-150501012-1",SABANETA LADO A,"15-5-1-150501012-1-4",CALLE LOS OLIVOS
MP. MARCANO,"15-5-1-150501012-1",SABANETA LADO A,"15-5-1-150501012-1-3",CALLE VIRGEN DEL VALLE
MP. MARCANO,"15-5-1-150501012-1",SABANETA LADO A,"15-5-1-150501012-1-1",CALLE ALI PRIMERA
MP. MARCANO,"15-5-1-150501011-3",GUIRI GUIRE FRANCISCO ADRIAN NORTE,"15-5-1-150501011-3-7",VEREDA 7 Y VEREDA 8
MP. MARCANO,"15-5-1-150501011-3",GUIRI GUIRE FRANCISCO ADRIAN NORTE,"15-5-1-150501011-3-5",CALLE LA BOMBA Y CALLEJON LOS MARTIRES
MP. MARCANO,"15-5-1-150501011-3",GUIRI GUIRE FRANCISCO ADRIAN NORTE,"15-5-1-150501011-3-12","CALLEJON LA BOMBA, CALLE EL FUERTE , CON LOS MARTIRES Y VEREDA 4 Y SAN IGNACIO"
MP. MARCANO,"15-5-1-150501011-3",GUIRI GUIRE FRANCISCO ADRIAN NORTE,"15-5-1-150501011-3-11",VEREDA 5 Y 6
MP. MARCANO,"15-5-1-150501011-3",GUIRI GUIRE FRANCISCO ADRIAN NORTE,"15-5-1-150501011-3-10",CALLE BRISAS LAS LAGUNAS Y LA MARINA
MP. MARCANO,"15-5-1-150501011-2",GUIRI GUIRE CENTRAL 1,"15-5-1-150501011-2-7",CALLE MARIÑO
MP. MARCANO,"15-5-1-150501011-2",GUIRI GUIRE CENTRAL 1,"15-5-1-150501011-2-6",CALLE MARCANO Y CALLE LA MARINA
MP. MARCANO,"15-5-1-150501011-2",GUIRI GUIRE CENTRAL 1,"15-5-1-150501011-2-2","CALLE FERMIN , CALLE EL FUERTE Y EL PUERTO"
MP. MARCANO,"15-5-1-150501011-2",GUIRI GUIRE CENTRAL 1,"15-5-1-150501011-2-1",CALLE SUCRE - EDIF MAPIRE
MP. MARCANO,"15-5-1-150501011-1",URB. FRANCISCO ADRIAN,"15-5-1-150501011-1-6",CALLE MARCANO
MP. MARCANO,"15-5-1-150501011-1",URB. FRANCISCO ADRIAN,"15-5-1-150501011-1-5",CALLE TUCUPITA CON CALLE LOS MARTIRES
MP. MARCANO,"15-5-1-150501011-1",URB. FRANCISCO ADRIAN,"15-5-1-150501011-1-4",CALLEJÓN TROPICAL CON CALLE FRANCISCO ADRIAN
MP. MARCANO,"15-5-1-150501011-1",URB. FRANCISCO ADRIAN,"15-5-1-150501011-1-3",CALLE EL CEMENTERIO
MP. MARCANO,"15-5-1-150501011-1",URB. FRANCISCO ADRIAN,"15-5-1-150501011-1-2","CALLE LA MARINA, CON CALLE FERMIN Y CALLE VIRGEN DEL VALLE"
MP. MARCANO,"15-5-1-150501011-1",URB. FRANCISCO ADRIAN,"15-5-1-150501011-1-1","VEREDA 1, 2, Y 3"
MP. MARCANO,"15-5-1-150501010-4",MI HERMOSA BAHIA,"15-5-1-150501010-4-8","EDIFICIO TAHALI, CALLE LAS ACACIAS Y CALLE ÁNGEL FELIZ GOMEZ"
MP. MARCANO,"15-5-1-150501010-4",MI HERMOSA BAHIA,"15-5-1-150501010-4-3","CALLE MARCANO, C/ ARISMEDI Y C/ BOLIVAR"
MP. MARCANO,"15-5-1-150501010-4",MI HERMOSA BAHIA,"15-5-1-150501010-4-2",CALLEJON LA PERLA Y EDIF. DON CARMELO
MP. MARCANO,"15-5-1-150501010-4",MI HERMOSA BAHIA,"15-5-1-150501010-4-1","CALLE GUEVARA, C/ MARINA Y EDIF JUAN EL GRIEGO"
MP. MARCANO,"15-5-1-150501010-3",MARGARITA BAHIA,"15-5-1-150501010-3-1","EDIF. MARGARITA BAHIA, CALLE BUENA VISTA"
MP. MARCANO,"15-5-1-150501009-3",BRISAS DE JUANGRIEGO - ZONA EN SILENCIO,"15-5-1-150501009-3-3",RESIDENCIAS NASSERDINE
MP. MARCANO,"15-5-1-150501009-3",BRISAS DE JUANGRIEGO - ZONA EN SILENCIO,"15-5-1-150501009-3-2","CALLE GUATAPANARE, YAURERO, MAGUEY, TUA TUA, PITIGUEY"
MP. MARCANO,"15-5-1-150501009-3",BRISAS DE JUANGRIEGO - ZONA EN SILENCIO,"15-5-1-150501009-3-1","CALLE CARDON, CHIGUICHIGUI, PERICAGUARA, EL YAQUE, CARACUEY"
MP. MARCANO,"15-5-1-150501009-2",LAGUNA HONDA - ZONA EN SILENCIO,"15-5-1-150501009-2-1",CALLE LAGUNA HONDA 1
MP. MARCANO,"15-5-1-150501009-1",TARITARI 1,"15-5-1-150501009-1-8",CALLE SANTIAGO LAREZ Y CALLE TRANSVERSAL 1
MP. MARCANO,"15-5-1-150501009-1",TARITARI 1,"15-5-1-150501009-1-7",CALLE SANTIAGO LAREZ B
MP. MARCANO,"15-5-1-150501009-1",TARITARI 1,"15-5-1-150501009-1-4",CALLE 5 DE JULIO
MP. MARCANO,"15-5-1-150501009-1",TARITARI 1,"15-5-1-150501009-1-3",SANTIAGO LAREZ
MP. MARCANO,"15-5-1-150501009-1",TARITARI 1,"15-5-1-150501009-1-2",CALLE FELIPE ROMERO
MP. MARCANO,"15-5-1-150501009-1",TARITARI 1,"15-5-1-150501009-1-1",CALLE TRANSVERSAL 1 Y 2
MP. MARCANO,"15-5-1-150501008-2",UNIDOS POR NUESTRA COMUNIDAD,"15-5-1-150501008-2-4",CALLE ADRIAN LADO C
MP. MARCANO,"15-5-1-150501008-2",UNIDOS POR NUESTRA COMUNIDAD,"15-5-1-150501008-2-2","CALLE FIGUEROA, MARCANO Y CALLE ADRIAN A Y B"
MP. MARCANO,"15-5-1-150501008-2",UNIDOS POR NUESTRA COMUNIDAD,"15-5-1-150501008-2-1",TURIMIQUIRE Y LAS PIEDRAS
MP. MARCANO,"15-5-1-150501008-1",SABANETA 3,"15-5-1-150501008-1-9",CALLE FIGUEROA A
MP. MARCANO,"15-5-1-150501008-1",SABANETA 3,"15-5-1-150501008-1-8","CALLEJONES 24 DE JULIO, ALEGRIA Y PROGRESO"
MP. MARCANO,"15-5-1-150501008-1",SABANETA 3,"15-5-1-150501008-1-6",CALLEJONES LIBERTAD Y FREDDY LUGO
MP. MARCANO,"15-5-1-150501008-1",SABANETA 3,"15-5-1-150501008-1-5",CALLE LA PAZ
MP. MARCANO,"15-5-1-150501008-1",SABANETA 3,"15-5-1-150501008-1-4",CALLE UNION
MP. MARCANO,"15-5-1-150501008-1",SABANETA 3,"15-5-1-150501008-1-2",CALLE BOLIVAR Y FIGUEROA
MP. MARCANO,"15-5-1-150501008-1",SABANETA 3,"15-5-1-150501008-1-10",CALLE LAS PIEDRAS
MP. MARCANO,"15-5-1-150501008-1",SABANETA 3,"15-5-1-150501008-1-1",CALLE EL ESTADIO
MP. MARCANO,"15-5-1-150501007-3","5 DE JULIO 3","15-5-1-150501007-3-6","PARALELA 2 Y 3, FELIPE ROMERO"
MP. MARCANO,"15-5-1-150501007-3","5 DE JULIO 3","15-5-1-150501007-3-5",PARALELA 4 - TRASVERSAL 2-A Y 2-B
MP. MARCANO,"15-5-1-150501007-3","5 DE JULIO 3","15-5-1-150501007-3-4",SANTIAGO LAREZ
MP. MARCANO,"15-5-1-150501007-3","5 DE JULIO 3","15-5-1-150501007-3-2",CALLE AZUGARAY / AV. JUAN DE CASTELLANOS
MP. MARCANO,"15-5-1-150501007-2",TARI-TARI 2,"15-5-1-150501007-2-4",CALLE JUANCHITO VELASQUEZ Y RESIDENCIAS TURPIAL Y CARDENAL
MP. MARCANO,"15-5-1-150501007-2",TARI-TARI 2,"15-5-1-150501007-2-3","AV JUAN DE CASTELLANOS Y PARALELA 1,2,3,4"
MP. MARCANO,"15-5-1-150501007-2",TARI-TARI 2,"15-5-1-150501007-2-1","CALLE FELIPE ROMERO, FIGUEROA Y LAGUNA HONDA"
MP. MARCANO,"15-5-1-150501006-7",TAMARINDO 2,"15-5-1-150501006-7-2",CALLE SAN MIGUEL / CALLE SAN JUDAS / CALLE PARABOLICA
MP. MARCANO,"15-5-1-150501006-7",TAMARINDO 2,"15-5-1-150501006-7-1",CALLE SANTA BARBARA
MP. MARCANO,"15-5-1-150501006-6",ABREBRECHA,"15-5-1-150501006-6-2",CALLE AUGUSTO RAMOS / CALLEJON ABREBRECHA
MP. MARCANO,"15-5-1-150501006-6",ABREBRECHA,"15-5-1-150501006-6-1",CALLE ALI PRIMERA / CALLEJON ALI PRIMERA
MP. MARCANO,"15-5-1-150501006-5",ALBERTO LOVERA,"15-5-1-150501006-5-9",CALLE 5
MP. MARCANO,"15-5-1-150501006-5",ALBERTO LOVERA,"15-5-1-150501006-5-7",CALLE A
MP. MARCANO,"15-5-1-150501006-5",ALBERTO LOVERA,"15-5-1-150501006-5-6",CALLE 08
MP. MARCANO,"15-5-1-150501006-5",ALBERTO LOVERA,"15-5-1-150501006-5-16",CALLE 2
MP. MARCANO,"15-5-1-150501006-5",ALBERTO LOVERA,"15-5-1-150501006-5-15",CALLE 6 Y 7
MP. MARCANO,"15-5-1-150501006-5",ALBERTO LOVERA,"15-5-1-150501006-5-14",CALLE 4
MP. MARCANO,"15-5-1-150501006-5",ALBERTO LOVERA,"15-5-1-150501006-5-13",CALLE 9
MP. MARCANO,"15-5-1-150501006-5",ALBERTO LOVERA,"15-5-1-150501006-5-1",CALLE 01
MP. MARCANO,"15-5-1-150501006-4",LA SALINA SECTOR 4,"15-5-1-150501006-4-4",CALLE SAN JUDAS TADEO / CALLE VIRGEN DEL VALLE
MP. MARCANO,"15-5-1-150501006-4",LA SALINA SECTOR 4,"15-5-1-150501006-4-3",CALLE TAGUAPIRE
MP. MARCANO,"15-5-1-150501006-4",LA SALINA SECTOR 4,"15-5-1-150501006-4-2",CALLE OLIVO 2
MP. MARCANO,"15-5-1-150501006-4",LA SALINA SECTOR 4,"15-5-1-150501006-4-1",CALLE OLIVO 1
MP. MARCANO,"15-5-1-150501006-3",LA SALINA SECTOR 3,"15-5-1-150501006-3-5",CALLE CAMPO 2
MP. MARCANO,"15-5-1-150501006-3",LA SALINA SECTOR 3,"15-5-1-150501006-3-4",CALLE RIO 2
MP. MARCANO,"15-5-1-150501006-3",LA SALINA SECTOR 3,"15-5-1-150501006-3-2",CAMPOS
MP. MARCANO,"15-5-1-150501006-3",LA SALINA SECTOR 3,"15-5-1-150501006-3-1",CALLE RIO
